0  ,33.00  ,0.00
4332  ,32.25  ,-0.01
4582  ,32.50  ,-0.02
4832  ,32.25  ,-0.04
5082  ,32.50  ,-0.06
5334  ,32.00  ,-0.09
5583  ,32.50  ,-0.13
5832  ,32.50  ,-0.16
6082  ,32.50  ,-0.20
6332  ,32.25  ,-0.22
6582  ,32.00  ,-0.27
6832  ,32.00  ,-0.32
7080  ,32.50  ,-0.35
7330  ,32.25  ,-0.37
7580  ,32.00  ,-0.40
7830  ,31.75  ,-0.43
8080  ,32.25  ,-0.48
8330  ,32.25  ,-0.53
8579  ,32.50  ,-0.57
8828  ,32.50  ,-0.62
9078  ,32.50  ,-0.65
9328  ,32.50  ,-0.67
9578  ,32.50  ,-0.70
9827  ,32.25  ,-0.71
10080  ,32.50  ,-0.73
10330  ,32.25  ,-0.74
10579  ,32.00  ,-0.77
10829  ,32.25  ,-0.81
11079  ,32.25  ,-0.82
11329  ,31.75  ,-0.83
11579  ,32.00  ,-0.88
11829  ,32.50  ,-0.92
12079  ,32.50  ,-0.95
12328  ,32.25  ,-0.99
12578  ,32.25  ,-1.02
12828  ,32.50  ,-1.06
13078  ,32.25  ,-1.10
13328  ,32.50  ,-1.11
13578  ,32.50  ,-1.14
13828  ,32.25  ,-1.19
14077  ,32.50  ,-1.23
14327  ,32.25  ,-1.27
14577  ,32.25  ,-1.32
14827  ,32.50  ,-1.35
15077  ,32.50  ,-1.39
15327  ,32.00  ,-1.44
15580  ,32.00  ,-1.50
15830  ,32.50  ,-1.55
16079  ,32.50  ,-1.59
16329  ,32.00  ,-1.64
16579  ,32.25  ,-1.70
16829  ,32.25  ,-1.76
17079  ,32.50  ,-1.83
17329  ,32.00  ,-1.91
17579  ,32.25  ,-1.99
17828  ,31.75  ,-2.08
18078  ,32.50  ,-2.15
18328  ,32.50  ,-2.23
18578  ,31.75  ,-2.31
18828  ,32.00  ,-2.36
19078  ,32.50  ,-2.41
19328  ,32.25  ,-2.46
19577  ,31.75  ,-2.50
